"K. Chiga, H. Tanaka, T. Yamazato, Y. Tadokoro, S. Arai","An influence of Noise Bandwidth on an application of Stochastic Resonance to Radio Communication","Enginnering Sciences Society Conference of IEICE, A-2-7, p.28","","Sep. 2014",
"K. Chiga, H. Tanaka, T. Yamazato, Y. Tadokoro, S. Arai","SNR Improvement by Stochastic Resonance Receiver for Subthreshold Signal in Radio Frequency","International Symposium on Nonlinear Theory and its Application (NOLTA), Luzern, Switzerland","Stochastic Resonance (SR) is well known as a phenomenon in which the weak signal in a nonlinear system can be detected by added noise. We consider the application of SR phenomenon to a wireless communication system. The receiver using SR phenomenon can detect the subthreshold signal which is not detectable by the conventional receiver. The effect of SR receiver has been verified, but it has never been verified in radio frequency which is used by a wireless system. In this paper, we consider the implementation of SR System for Radio Frequency and evaluate its performance of Signal to Noise Ratio (SNR). ","Sep. 2014",
"T. Yamazato, S. Haruyama","Image Sensor Based Visible Light Communication and Its Application to Pose, Position, and Range Estimations","IEICE Transactions on Communications, vol.E97-B, no.9, pp.1759-1765","This study introduces an image sensor based visible light communication (VLC) and its application to pose, position, and range estimations. There are two types of visible-light receiver: a photodiode and an image sensor. A photodiode is usually used as a reception device of VLC, and an image sensor consisting of a large number of pixels can also be used as a VLC reception device. A photodiode detects the signal intensity of incoming light, while an image sensor not only detects the incoming signal intensity but also an accurate angle of arrival of light emitted from a visible light transmitter such as a white LED light. After angles of arrival of light are detected by an image sensor, positioning and data reception can be performed. The ability of an image sensor to detect an accurate angle of arrival will provide attractive applications of VLC such as pose, position calculation, and range estimation. Furthermore, because the image sensor has the ability to spatially separate sources, outdoor positioning even with strong sunlight is possible by discarding the associated pixels of noise sources.","Sep. 2014","https://doi.org/10.1587/transcom.E97.B.1759"
"Hiroya Tanaka, Keita Chiga, Takaya Yamazato, Yukihiro Tadokoro, Shintaro Arai","Performance evaluation of stochastic resonance receiver using Schmitt trigger","IEICE Complex Communication Sciences, Hokkaido, Japan","","Aug. 2014",
"S. Arai, T. Yamazato, Y. Tadokoro","Optical Signal Detection by Stochastic Resonance Receiver Using Schmitt Trigger for LED Visible Light Communications","The 27th Workshop on Circuits and Systems, pp.116-120, Awaji, Japan","","Aug. 2014",
"A. Ohmura, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai, K. Kamakura","Distance Estimation Scheme for Integrated V2I-VLC for driving vehicle","IEICE Transaction on Communications, vol.J97-B, no.8, pp.695-696","A distance estimation scheme for vehicle to infrastructure using visible light communication
is discussed. As vehicle vibration severely affect the distance estimation performance, we introduce a new LED lighting patterns for the distance estimation. As the result, we acheive nearly the same distance estimation performance for the case of non-driving.","Aug. 2014",
"S.Usui, T.Yamazato, H.Okada, T.Fujii, K.Takahashi, T.Yendo, S.Arai","A New LED Array Acquisition Method Focusing on Time-gradient and Space-gradient Values for Road to Vehicle Visible Light Communication","IEICE Transactions on Communications, vol.J97-B, no.7, pp.536-545"," This paper proposes a new LED acquisition method for visible light communication systems using an LED array as a transmitter and a high-speed camera as a receiver for road-to-vehicle communications. The first process of the receiver is to search the target LED array from the captured image (LED array acquisition). This paper focuses on the time-gradient and the space-gradient values in the captured images, and draws both gradient value as a scatter diagram. This scatter diagram enables us to regard the LED acquisition as discriminant analysis. From the above, this paper proposes a new acquisition method and confirms its effectiveness by the experiment in a driving situation.","Jul. 2014",
"T. Yamazato, I. Takai, H. Okada, T. Fujii, T. Yendo, S. Arai, M. Andoh, T. Harada, K. Yasutomi, K. Kagawa, S. Kawahito","Image-sensor-based Visible Light Communication for Automotive Applications","IEEE Communications Magazine, vol.52, no.7, pp.88-97","The present article introduces VLC for automotive applications using an image sensor. In particular, V2I-VLC and V2V-VLC are presented. While previous studies have documented the effectiveness of V2I and V2V communication using radio technology in terms of improving automotive safety, in the present article, we identify characteristics unique to image-sensor-based VLC as compared to radio wave technology. The two primary advantages of a VLC system are its line-of-sight feature and an image sensor that not only provides VLC functions, but also the potential vehicle safety applications made possible by image and video processing. Herein, we present two ongoing image-sensor-based V2I-VLC and V2VVLC projects. In the first, a transmitter using an LED array (which is assumed to be an LED traffic light) and a receiver using a high-framerate CMOS image sensor camera is introduced as a potential V2I-VLC system. For this system, real-time transmission of the audio signal has been confirmed through a field trial. In the second project, we introduce a newly developed CMOS image sensor capable of receiving highspeed optical signals and demonstrate its effectiveness through a V2V communication field trial. In experiments, due to the high-speed signal reception capability of the camera receiver using the developed image sensor, a data transmission rate of 10 Mb/s has been achieved, and image (320 × 240, color) reception has been confirmed together with simultaneous reception of various internal vehicle data, such as vehicle ID and speed.","Jul. 2014","https://doi.org/10.1109/MCOM.2014.6852088"
"S. Arai, Y. Nishio, T. Yamazato","M-ary Modulation Scheme Based on Separation of Deterministic Chaotic Dynamics for Noncoherent Chaos-Based Communications","NOLTA, IEICE, vol. 5, no.2, pp.210-221","The present paper proposes a novel M-ary modulation scheme based on separation and reconstruction of deterministic chaotic dynamics for noncoherent chaos-based communications. The M-ary modulation scheme can transmit b-bit data at a time by using M=2b distinct sequences. In order to generate M distinct sequences and recover b-bit data, the proposed system separates the chaotic dynamics having the chaotic sequence by using M interleavers, and reconstructs the original sequence based on the chaotic dynamics from the separated one by using M deinterleavers. In advance, each data symbol among M symbols is allocated to each interleaver-deinterleaver pair. The transmitter selects an interleaver corresponding to a data symbol and separates the order of samples of the chaotic sequence using the selected interleaver. The receiver feeds the received sequence into all M deinterleavers and outputs M reconstructed sequences. The proposed system can reconstruct the original chaotic sequence only when the correct deinterleaver, which becomes paired with the interleaver, is selected. Therefore, the receiver can recover b-bit data by analyzing the chaotic dynamics of each reconstructed sequence. We carry out computer simulations and evaluate performances of the proposed M-ary modulation scheme. ","Apr. 2014","https://doi.org/10.1587/nolta.5.210"
"H. Tanaka, K. Chiga, T. Yamazato, Y. Tadokoro, S. Arai","Derivation of the Max of Sensitivity Improvement Rate of Stochastic Resonance Receiver for Subthreshold Bi-Polar Pulse","IEICE General Conference, A-2-15, p.40, Niigata","","Mar. 2014",
"Y.Goto,T.Yamazato,H.Okada,T.Fujii,I.Takai,S.Kawahito,T.Yendo,S.Arai,K.Kamakura","A Study on Adaptation of Optical OFDM to Visible Light Communication using Optical Communication Imaging Sensor","IEICE General Conference, B-10-20, p.388, Niigata,Japan","","Mar. 2014",
"Y. Goto","Application of Optical OFDM Method to Inter-Vehicle Visible Light Communications Using Optical Communication Image Sensor","IEICE Tokai Branch Graduation Research Conference, Mie, Japan","","Mar. 2014",
"Takaya Yamazato, Yasubumi Chimura, Fumihito Nishino, Satoshi Ikada, Toyokazu Akiyama, Miyuki Nakano, Yuji Inoue","IEICE Knowledge Discovery（I-Scover）","The Journal of IEICE Vol.97 No.3, pp.240-246","I-Scover, officially known as IEICE Knowledge Discovery, is a new reference search engine developed by the Institute of Electronics, Information and Communication Engineers (IEICE).  It is not just a system for cross-searching articles published by IEICE.  It also aims to maximize significance of the IEICE articles by organically linking related information with the articles, making them accessible on the Internet for many users.  With I-Scover, berry-picking exploratory search, which has been difficult with conventional reference search engines, is possible.  In this article, we will describe I-Scover in terms of its developmental background and aim, introduce its various features and characteristics, and discuss the promotional activity plan to spread I-Scover, as well as its future development plans.","Mar. 2014",
"H. Yokota, S. Arai, T. Yamazato and Y. Tadokoro","Preliminary Study on LED VLC with Simple SR Receiver Using Schmitt Trigger","RISP International Workshop on Nonlinear Circuits, Communications and Signal Processing (NCSP), pp. 61-64., Hawaii, USA","The present paper focuses on an application of Stochastic Resonance (SR) for an LED visible light communication (LED-VLC) receiver. SR is well-known as a phenomenon, which enhances the response by additive noise. We consider that a weak optical signal, which is distorted due to an influence of ambient light noise, can be detected by using SR system. This study makes a simple SR circuit for LED VLC and performs its circuit experiment for exploring the possibility and availability of the LED-VLC receiver using SR system.","Feb. 2014",
"S.Usui, T.Yamazato, H.Okada, T.Fujii, K.Takahashi, T.Yendo, S.Arai","LED Array Acquisition Method Based on Time-gradient and Space-gradient Values for Road to Vehicle Visible Light Communication Using High-Speed Camera ","IEICE Technical Report, ITS2013-39, pp.55-60, Sapporo, Japan"," This paper focuses on road-to-vehicle visible light communication using an LED array as a transmitter and a high-speed camera as a receiver. In this communication, LED array acquisition has a significant role. The spatio-temporal images are essential for a robust LED array acquisition because the time-gradient and space-gradient values can be an important feature value of an LED array. In this paper, we focus on the time-gradient and the space-gradient values in the captured images and draws both gradient value as a scatter diagram. This scatter diagram enables us to regard the LED acquisition as discriminant analysis. From the above, this paper proposes a new acquisition method and confirms its effectiveness by the experiment in a driving situation.","Feb. 2014",
"A. Ohmura, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai, K. Kamakura","Distance Estimation Scheme for Integrated V2I-VLC in Driving Vehicle","IEICE Technical Report, ITS2013-38, pp.49-54, Sapporo","This paper discusses an issue of estimating the distance between an on-vehicle transmitter and a roadside equipment for vehicular-to-infrastructure visible light communication (V2I-VLC). The system integrates the VLC as well as distance estimation functions. In this paper, we discuss a technique overcoming a vehicle vibration by using a particular transmitting LED pattern and the sub-pixel estimation using the phase-only correlation. As the results, we achieve less than 0.5m errors for the distance up to 60 m by the proposed system.","Feb. 2014",
"Y. Amano, K. Kamakura, T. Yamazato","Alamouti-Type Coding for Visible Light Communication Based on Direct Detection Using Image Sensor","IEICE Technical Report, ITS2013-37, pp.43-48, Sapporo","This paper proposes Alamouti-type space time (ST) coding to visible light communication (VLC) using light emitting diodes (LEDs) and image sensor with a high-speed camera. Although multiple LEDs of an array are used as transmitters, the received signal is essentially the image of the transmitting element, whose size in pixel reduces with distance. When the receiver captures the LED array at a distance where images of two neighboring LEDs in the array are not separated at the image plane, such distortion depreciates the symbol decision quality. Our proposed scheme aims at expanding the communication range limited by the pixel resolution of image sensor. Our implemented prototype demonstrates that ST coding is feasible to achieve 48,m error-free transmission range while the repetition transmission achieves 26,m error-free range.","Feb. 2014",
"Takaya Yamazato","Driver Assistant System using Visible Light Communications","IEICE Technical Report, vol. 113, no. 390, CS2013-94, pp. 57-63, Hajijo-jima Ohgagou Kouminkan ","We are conducting a study on viheicle-infrastractuctre cooperateive systems using visible light commu- nications for driving safty applications. This paper introduces our studies on such VLC supported ITS systems using a high-speed image sensor as a VLC receiver equiped on a vehicle. The image sensors are now adopted for a lane keeping, an obstables recognition, a range estimation and many other applications. If we could add a VLC function to those safety applications, then a driver can recognize his environment visually and also he recognize his environment by signals transmitted through an LED traffic lights, LED tail lights, LED signage board, etc in a form of VLC signals. Together, it can contribute to more extensive safety driving.","Jan. 2014",
"S. Arai, Y. Shiraki, T. Yamazato, H. Okada, T. Fujii, T. Yendo","Multiple LED Arrays Acquisition for Image-Sensor-Based I2V-VLC Using Block Matching","IEEE Consumer Communications and Networking Conference (CCNC), pp.605-610, Las Vegas, USA","The present paper proposes a novel multiple-LED-arrays acquisition for an infrastructure-to-vehicle visible light communication (I2V-VLC) using LED arrays (transmitter) and an in-vehicle high-speed image sensor (receiver). In order to achieve a robust detection of LED arrays, we employ the block matching algorithm, which is a way of finding a corresponding position between two successive frames. The proposed method divides a captured image into a number of small domains (blocks) and determines if the LED array is present or absent using the block matching. We perform I2V-VLC experiments with multiple-LED arrays and evaluate the acquisition capability of the proposed method.","Jan. 2014","https://doi.org/10.1109/CCNC.2014.6866634"
"T. Yamazato","Application of visible light communication to LED traffic light","Journal of Light & Visual Environment (JLVE), vol.98, no.1, pp.17-20","Visible light communications (VLC) is the latest optical wireless communications technologies that uses low-power light emitting diodes, or LEDs, not only to provide light but also to broadcast data.  LEDs are extremely energy-efficient and predicted to become widespread in general lighting application.  Because LED is a solid-state lighting device, it can be modulated at high-speed compared with other lighting sources.  VLC uses LEDs, which send data by flashing light at speeds undetectable to the human eye.Widespread use of LEDs in traffic applications and growing interest in Intelligent Transport System (ITS) presents an opportunity for VLC.  Data transmission using LED traffic lights, LED road illumination, and LED brake lights are typical application. In this paper, an on-going research, road-to-vehicle visible light communication, will be introduced.  The LED array, assumed to be an LED traffic light, is used as a transmitter and it sends data to a moving vehicle.  By providing data together with a traffic signal that is visible to a driver, a safety driving support can be realized. Finally, the author suggests readers a glimpse of wealth on “dual use of LEDs” and concludes the paper.","Jan. 2014",
"K. Miyazaki, Y. Ohira, S. Arai, T. Yendo, T. Yamazato, H. Okada, T. Fujii","A Study on Simple LED-VLC Flashlight Transmitter for Disaster Situation","Proceedings of 2013 IEEE Workshop on Nonlinear Circuit Networks (NCN'13), Tokushima, Japan","This study focuses on the visible light communication (VLC) system using LED and a high-speed camera in order to develop robust and adaptable communication systems in the disaster situation, such as an earthquake. Especially, we consider utilization of a flashlight, which is often used in disaster situations, as a transmitter. We develop a simple LED-VLC transmitter using a flashlight and perform a communication experiment using it.","Dec. 2013",
"A. Ohmura, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","Accuracy Improvement by Phase Only Correlation for Distance Estimation Scheme for Visible Light Communications Using an LED Array and a High-speed Camera","IEICE Transaction on Communications, vol.J96-B, no.12, pp.1365-1368","In this paper, we focus on a distance estimation scheme in road to vehicle communication system. We use LED transmitter and high-speed camera. The accuracy of camera based scheme is governed by the size of pixel. Therefore we introduce phase only correlation (POC) to estimate with high accuracy.","Dec. 2013",
"T. Yamazato","[Invited Talk] SN, USN, and then ASN","IEICE Technical Report, ASN2013-112, pp.121-124, Tokyo","","Nov. 2013",
"S. Arai, Y. Nishio and T. Yamazato","Performance Evaluation of Error-Correcting Scheme Using Separation of Chaotic Dynamics for Number of Transmitting Data","IEICE Technical Report, NLP2013-108, pp. 205-209, Takamatsu, Kagawa, JAPAN","Noncoherent chaos communications, which do not need to use basis signals (unmodulated carriers) for demodulation, are unique communication systems using characteristics of chaos. However, the communication performance of the noncoherent system is lower as compared with the standard communication systems. Thus, it is important to advance noncoherent system in order to improve its performance. In our previous research, we have proposed a novel error-correcting method using a separation and reconstruction of the chaotic dynamics, which is one of characteristics of chaos. As simulation results, we have confirmed that the advantage gained in BER performance of our error-correcting method is about 2--2.5 dB compared to the conventional one (w/o coding). This paper focuses on a number of transmitting data and a combination of symbols, and analyzes an error-correcting capability for evaluating advantages of the separation and reconstruction of the chaotic dynamics in detail.","Oct. 2013",
"K.Chiga, H.Tanaka, T.Yamazato, Y.tadokoro, S.Arai","Performance evaluation of the weak signal detection of the Stochastic Resonance Receiver using Schmitt Trigger","IEICE Technical Report, NLP2013-73, pp.19-23","Stochastic Resonance(SR) is a nonlinear phenomena in which the Signal-to-Noise Ratio(SNR) is enhanced by an increase of the noise. By using SR, we can detect the weak signal which cannot detect by the conventional receiver. In this paper, we consider the application of SR to the communication systems. we implement the Stochastic Resonance Receiver using Schmitt Trigger as the Stochastic Resonance system. We evaluate the performance of the weak signal responce and we discuss about the weak signal detection.","Oct. 2013",
"S. Usui, T. Yamazato, S. Arai, T. Yendo, T. Fujii, H. Okada","Utilization of Spatio-temporal Image for LED Array Acquisition in Road to Vehicle Visible Light Communication ","20th World Congress on Intelligent Transport Systems , Tokyo, Japan","In this paper, we focus attention on visible light communication systems using an LED array as a transmitter and a high-speed camera as a receiver for road-to-vehicle communications (R2V-VLC) in intelligent transport systems. To implement R2V-VLC, it is necessary for the receiver to search the target LED array from the captured images (LED array acquisition) before data demodulation. We propose a new approach for LED array acquisition. We focus on spatio-temporal image and spatio-temporal cross-section image and show LED array in the spatio-temporal image has high time-gradient value and low space-gradient value. Using such characteristic gradient values, we propose new LED array acquisition method. As the results of the experiment in driving situation, we can achieve acquisition miss rate = 0%.","Oct. 2013",
"A. Ohmura, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","Accuracy Improvement by Phase Only Correlation for Distance Estimation Scheme for Visible Light Communications Using an LED Array and a High-speed Camera","20th World Congress on Intelligent Transport Systems, Tokyo, Japan","In this paper, we focus on a distance estimation scheme using camera. Our distance estimation scheme is based on triangulation. The accuracy of camera based scheme is governed by resolution of a camera, or equivalently the size of pixel. Therefore we introduce phase only correlation (POC) to estimate with subpixel accuracy. As a result of experiment, we will show that our scheme achieves less than 0.3m estimation error at the distance of 60m. By using POC, the resolution of estimation reaches nearly 0.02 pixel, much less than one pixel.","Oct. 2013",
"K. Chiga, H. Tanaka, T. Yamazato, Y. Tadokoro, S. Arai","A Study on Implementation of Stochastic Resonance Receiver using Schmitt Trigger","Enginnering Sciences Society Conference of IEICE, A-2-13, p.32, Fukuoka","","Sep. 2013",
"T. Yamazato","The outline of I-Scover (IEICE Knowledge Discovery)","IEICE Society Conference, Fukuoka Institute of Technology, Japan","","Sep. 2013",
"H. Tanaka, K. Chiga, T. Yamazato, Y. Tadokoro, S. Arai","A Study on the Signal Sensitivity of Stochastic Resonance Receiver for the Subthreshold Bi-Polar Pulse Detection","Enginnering Sciences Society Conference of IEICE, Fukuoka, Japam","","Sep. 2013",
"K. Chiga, H. Tanaka, T. Yamazato, Y. Tadokoro, S. Arai","Implementation of Bi-Polar Pulse SR Receiver Using Schmitt Trigger and Evaluation of its Performance","International Symposium on Nonlinear Theory and its Application (NOLTA), pp.269-271, Santa Fe, USA","We consider an application of Stochastic Resonance to wireless communication system. Stochastic Resonance (SR) is well known as a phenomenon in which weak signal in nonlinear system can be detected by added noise. A receiver using Stochastic Resonance (SR Receiver) can detect a weak signal which is not detectable in the conventional receiver. In this paper, we consider the implementation of bi-polar pulse SR Receiver using Schmitt Trigger and evaluate the performance in Signal-to-Noise Ratio (SNR) and Bit Error Rate (BER). ","Sep. 2013",
"T. Yamazato","[Invited Talk] Application of visible light communication to LED traffic light","Proceeding of 2013 Annual Conference of IEIJ, Nagoya University, Japan","","Sep. 2013",
"T. Yamazato","Lectures in Nagoya University OCW that providing play and learning experiences","2013 JSEE Annual Conference, Niigata University","","Aug. 2013",
"T. Yamazato","Let’s Search IEICE Contents through New Meta-Data System “I-Scover”!","IEICE Global Plaza, No.55, Aug., 2013","IEICE launched the new metadata search system called “I-Scover” on April 3, 2013[1]. For the time being, I-Scover provides the metadata search service of all papers published in IEICE transactions covering from the first edition published in 1968 up to the present edition, Technical Reports (from 2006) and international conference papers of ISPA and EMC. The total number of searchable contents reaches 150,000 as listed in Table.1. This article briefly introduces I-Scover. Before going to the details, let me start with a quiz. What phrase do you guess if you say “I-Scover” for three times?","Aug. 2013",
"S. Arai, Y. Nishio and T. Yamazato","M-ary Modulation Method Using Separation of Chaotic Dynamics for Noncoherent Chaos Communications","The 26th Workshop on Circuits and Systems, pp. 7-11, Awaji, Japan","","Jul. 2013",
"S.Usui, T.Yamazato, S.Arai, T.Yendo, T.Fujii, H.Okada","LED array acquisition method based on Spatio-temporal image in Road to Vehicle Visible Light Communication","Technical Report of IEICE, ASN2013-55, pp.47-52, Hamamatsu,Japan"," In this paper, we focus attention on road-to-vehicle visible light communication(R2V-VLC) in intelligent transport systems. This system uses an LED array as a transmitter and a high-speed camera as a receiver. To implement R2V-VLC, it is necessary to acquire the target LED array from the captured images at receiver before data demodulation. To achieve accurate aquisition, we analyze LED array by use of Spatio-temporal image. As the result of the analysis, we show the LED array in the spatio-temporal image has high time-gradient value and low space-gradient value. After that we propose a new LED array acquisition method using such characteristic gradient values.","Jul. 2013",
"A.OHMURA, T.YAMAZATO, H.OKADA, T. FUJII, T. YENDO, S. ARAI","Distance Estimation Scheme for Integrated V2I-VLC Simulating the Vibration of Driving Vehicle","Technical Report of IEICE, ASN2013-55, pp.41-46, Hamamatsu, Japan","In road-to-vehicle visible light communication data is transmitted toward moving vehicles from the LED array installed on roads. Robust data reception and fast communication are possible by using a high-speed camera as it can reduce the vibration of vehicles. In this road-to-vehicle visible light communication, we propose an integrated system of communication and distance estimation by sending a known data pattern from the LED array. On issues which is distance estimation performance deterioration by the vibration of the running vehicle, try to resolve them using the technique using the phase-only correlation method.","Jul. 2013",
"H. Tanaka, K. chiga, T. Yamazato, Y, Tadokoro, S. Arai","Performance Evaluation of Stochastic Resonance Receiver for the Multi Carrier Detection","NANOENERGY2013, pp.58-59, Perugia, Italy","Stochastic Resonance (SR), known as a noise-enhanced phenomenon, can improve the performance of communication systems. By applying SR in the receiver, it is possible to detect a weak signal that is not detectable in the traditional linear receiver. In the SR systems, the input of multi-carrier has not ever been discussed. So this paper proposes the SR receiver for multi-carrier detection and evaluates its Bit-Error-Rate (BER) performance．","Jul. 2013",
"T. Yamazato, I. Takai, H. Okada, T. Fujii, T. Yendo, S. Arai, M. Andoh, K. Yasutomi, K. Kagawa, S. Kawahito","Image Sensor based Visible Light Communication for Automotive Applications","International Symposium on Optical Wireless Communications, Beijing Jade Palace Hotel, China","This talk introduces visible light communication (VLC) for automotive applications using an image sensor. In particular, vehicle-to-infrastructure visible light communication (V2I-VLC) and vehicle-to-vehicle visible light communication (V2V-VLC) are presented. Previous studies have documented the effectiveness of V2I and V2V communication using radio technology for improving automotive safety. In this talk, I identify characteristics unique to the introduced image sensor based VLC as compared to radio wave technology. The advantages of VCL are twofold: the line-of-sight feature of visible light links and an image sensor that provides not only the VLC function but also vehicle safety applications using image and video processing. We present two on-going image sensors based V2I-VLC and V2V-VLC projects.","Jun. 2013",
"H. Okada, S. Misawa, T. Yamazato, T. Fujii, T. Yendo","Channel Information Estimation for Error Correcting Code in Road-to-Vehicle Visible Light Communication Systems","IEEE International Symposium on Wireless Vehicular Communications (WiVeC), Dresden, Germany","This paper focuses on a road-to-vehicle visible light communication (VLC) system using LED traffic lights and high-speed cameras on cars. So as to improve the transmission reliability, an error correcting code like a low-density parity-check (LDPC) is applied to the road-to-vehicle VLC system. The decoder of the LDPC code needs channel information in order to maximize decoding performance. Usually, it is calculated from a signal-to-noise ratio (SNR) or bit error rate (BER) of a channel, where noise is a dominant factor of the channel characteristic. In the road-to-vehicle VLC system, not noise but interference among LEDs decides the channel characteristic. In this paper, we propose a channel information estimation method for the road-to-vehicle VLC system. The proposed method estimates a signal-to-interference ratio (SIR) from the receiving image, and calculates the channel information using the SIR. The proposed method is evaluated by experiment. As a result, the proposed method can achieve almost the same performance with the optimum case, and then maximize the decoding performance.  ","Jun. 2013","https://doi.org/10.1109/wivec.2013.6698229"
"T. Kasashima, T. Yamazato, H. OKada, T. Fujii, T. Yendo, S. Arai","Interpixel Interference Cancellation Method for Road-to-Vehicle Visible Light Communication","IEEE International Symposium on Wireless Vehicular Communications (WiVeC), Dresden, Germany","This paper aims to improve the transmission distance for the road-to-vehicle visible light communication system (R2V-VLC) using LED array and high-speed camera by reducing interference caused at the receiver. As we can transmit multiple data using LED array and high-speed camera, parallel data transmission can be possible. However, due to the diffusion of LED and the finiteness of the pixel size of image sensor, the focused LED will affect not only the actual corresponding pixel but also its surrounding pixels. We call this phenomenon as “interpixel interference (IPI)” and it causes degradation in error rate performance. To mitigate the IPI, we propose IPI cancellation scheme for the R2V-VLC system. As the results of the experiment, we can extend the error-free distance from 40m to 60m by the IPI cancellation.","Jun. 2013","https://doi.org/10.1109/wivec.2013.6698237"
"T. Yamazato","Discover IEICE Contents Using I-Scover","IEICE Communications Society &#8211; GLOBAL NEWSLETTER Vol. 37, No. 2, Jun., 2013.","The IEICE launched new metadata search system called I-Scover (http://i-scover.ieice.org) from April 3rd, 2013. I-Scover provides metadata search of the IEICE transactions papers (from its first edition published in 1968), Technical Reports (from 2006) and international conference papers of ISPA and EMC. The total of the contents that can be searched is more than 150,000. This article briefly introduces I-Scover. Before going to detail, let me start with a quiz. What phrase do you guess if you say I-Scover for three times?","Jun. 2013",
"K. Chiga, H. Tanaka, T. Yamazato, Y.Tadokoro, S. Arai","Input-output phase difference performance of Stochastic Resonance Schmitt Trigger receiver","IEICE General Conference, A-2-11, p.38, Gifu","","Mar. 2013",
"T. Yamazato","The outline of I-Scover","IEICE General Conference, Gifu University, Japan","","Mar. 2013",
"H. Tanaka, K. Chiga, T. Yamazato, Y. Tadokoro, S. Arai","A performance analysis of the stochastic resonance receiver for the subthreshold bi-polar pulse detection","IEICE General Conference, A-2-13, p.40, Gifu, Japan","","Mar. 2013",
"T. Ito, T. Yendo, S. Arai, T. Yamazato, H. Okada, T. Fujii","Intensity Estimation Method of LED Array for Visible Light Communication","Proc. SPIE 8663, Video Surveillance and Transportation Imaging Applications, 86630V, Burlingame, California, USA ","This paper focuses on a road-to-vehicle visible light communication (VLC) system using LED traffic light as the transmitter and camera as the receiver. The traffic light is composed of a hundred of LEDs on two dimensional plain. In this system, data is sent as two dimensional brightness patterns by controlling each LED of the traffic light individually, and they are received as images by the camera. Here, there are problems that neighboring LEDs on the received image are merged due to less number of pixels in case that the receiver is distant from the transmitter, and/or due to blurring by defocus of the camera. Because of that, bit error rate (BER) increases due to recognition error of intensity of LEDs To solve the problem, we propose a method that estimates the intensity of LEDs by solving the inverse problem of communication channel characteristic from the transmitter to the receiver. The proposed method is evaluated by BER characteristics which are obtained by computer simulation and experiments. In the result, the proposed method can estimate with better accuracy than the conventional methods, especially in case that the received image is blurred a lot, and the number of pixels is small. &copy; (2013) COPYRIGHT Society of Photo-Optical Instrumentation Engineers (SPIE). Downloading of the abstract is permitted for personal use only.","Mar. 2013","doi:10.1117/12.2005738"
"K. Chiga","Characterization of Stochastic Resonance Circuits with Application to Weak Signals","IEICE Tokai Section Graduation Research Conference, OA-3-2, p.14, Nagoya, Japan","","Mar. 2013",
"T. Fukumoto, S. Arai, T. Yendo, T. Yamazato, H. Okada and T. Fujii","Development of Simple Simulator for Visible Light Communication Using LED and Camera","RISP International Workshop on Nonlinear Circuits, Communications and Signal Processing (NCSP), pp. 33-36, Hawaii, USA","This paper develops a simple simulator for the visible light communication (VLC) system using a LED traffic light and a camera for intelligent transport systems (ITS). We use image processing techniques for simulating effects of optical spatial channel which is a unique channel in VLC. We describe a system model of the VLC simulator and perform the simulation with various parameters of the image processing.","Mar. 2013",
"S. Arai, Y. Nishio and T. Yamazato","Performance Analysis of Error-Correcting Method Using Separation of Chaos for Noncoherent Chaos Communications","RISP International Workshop on Nonlinear Circuits, Communications and Signal Processing (NCSP), pp. 225-228, Hawaii, USA","This paper analyzes the performance of the error-correcting method, which was proposed in the previous research, using the separation and the reconstruction of chaos for noncoherent chaos communications. Especially, we focus on a number of transmitting data and a combination of symbols (i.e., data pattern). We consider that the capability of the error correction depends on the number of data and the data pattern because the proposed method performs the error correction using successive data symbols. This study performs simulations for the number of data and the data pattern, and evaluates BER performance of the proposed method.","Mar. 2013",
"Hiroya TANAKA, Keita CHIGA, Takaya YAMAZATO, Yukihiro TADOKORO, Shintaro ARAI","A bit-error-rate analysis on the stochastic resonance receiver for the weak bi-polar pulse","IEICE Complex Communication Sciences, CCS-2012-039, Tokyo, Japan","Stochastic resonance has an effect of improving the detection by increasing noise in the system. By applying this stochastic resonance in the receiver, it is possible to detect the subthreshold signal which is not detectable in the traditional linear receiver. This paper proposes an analysis method of the stochastic resonance receiver for the detection of the bi-polar pulse, which has good compatibility to stochastic resonance, and evaluates its bit-error-rate performance. And, the optimal noise power which maximizes the effect of stochastic resonance is discussed.","Mar. 2013",
"Keita CHIGA, Hiroya TANAKA, Takaya YAMAZATO, Yukihiro TADOKORO, Shintaro ARAI","Performance Evaluation of Stochastic Resonance Bi-Polar Pulse receiver Using Schmitt Trigger","IEICE Complex Communication Sciences, CCS-2012-038, Tokyo","We consider an application of Stochastic Resonance to wireless communication system. Stochastic Resonance(SR) is well known as a phenomenon in which weak signal in nonlinear system can be detected by added noise. A receiver using Stochastic Resonance(SR Receiver) can detect a weak signal which is not detectable in the conventional receiver. In this paper, we consider the implementation of Bi-Polar Pulse SR Receiver using Schmitt Trigger and the evaluation of the performance in Signal-to-Noise Ratio(SNR) and Bit Error Rate(BER).","Mar. 2013",
